Date,ZHVI_pct_change,Unemployment_Rate,Median_Household_Income,CPI,GDP_Growth,Poverty_Rate_lag5,CPI_pct_change,Unemployment_Rate_pct_change,Median_Household_Income_pct_change,Population_pct_change,Poverty_Rate_pct_change,Income_yoy_pct,Interest_Rate_diff1,Mortgage_Rate_diff1,real_mortgage_rate,Income_CPI_interaction,hot_market,rising_rates,accelerating_prices,accelerating_inflation,recession_period,pandemic_period,rising_rate_environment,falling_rate_environment,zero_rate_environment,housing_boom,housing_bust,housing_recovery,housing_stable_growth,post_pandemic_adjustment,early_expansion,late_expansion,interest_x_mortgage,unemployment_x_gdp,pandemic_x_unemployment,pandemic_x_interest,pandemic_x_mortgage,recession_x_unemployment,recession_x_interest,hot_market_x_mortgage,hot_market_x_inflation,prev_qtr_change,ma2q_price_change,ma4q_price_change,price_acceleration,price_volatility,trend_strength,interest_rate_momentum,interest_rate_acceleration,unemployment_momentum,inflation_momentum,zhvi_approx,price_to_income,affordability_change,real_mortgage_rate_change,mortgage_payment_pct_income,population_momentum,socioeconomic_change,employment_rate,GDP_Growth_std,employment_rate_std,Median_Household_Income_pct_change_std,economic_health_index,affordability_pressure,price_volatility_std,ma2q_price_change_std,population_momentum_std,affordability_pressure_std,housing_pressure_index
2002-07-01,4.170840275328436,6.833333333333333,42687.24255178015,185.0,1.0931342484913025,18.1,0.8632439800090985,-2.8436018957346154,4.441500655493114,0.0,0.0,9.46837664597815,-0.01,-0.5245000000000006,6.261674303434231,3.8340987030608953,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.005245000000000007,7.4697506980239,0.0,-0.0,-0.0,0.0,-0.0,-0.5245000000000006,0.8632439800090985,3.0993846210591425,2.9346340939719555,3.1368542025621395,0.32950105417437436,0.2768581009580148,1.3732692241848368,-0.19166666666666665,0.4166666666666665,-0.13333333333333286,0.732904258362632,353604.8780249739,8.283619575474964,-0.0025915022138325305,-0.5331324398000916,-347.58067738692995,-0.05857226407474935,4.075199218447591,-6.833333333333333,-0.25060592584557045,0.25994696853352167,1.7296211705268998,0.579654071071617,-0.0025915022138325305,-0.928096837105505,0.7952490639826528,-0.6188111093297348,-0.08713769606826868,-0.2096991446302139
2002-10-01,3.854242698587784,6.9,44303.2107156497,185.61666666666667,0.8352610933280993,18.1,0.333333333333341,0.9756097560975618,3.7855997887644266,0.0,0.0,14.235279824831082,-0.2966666666666666,-0.213166666666666,6.043744925386969,1.261866596254838,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.06323944444444422,5.763301543963886,0.0,-0.0,-0.0,0.0,-0.0,-0.213166666666666,0.333333333333341,4.170840275328436,3.635112448193789,3.325355189357371,1.0714556542692932,0.5995992951225837,1.228696792933408,0.0033333333333333,-0.026666666666666602,-0.20000000000000107,-0.49993185125183337,367233.6682181017,8.289098290756156,0.0006613914643560648,-0.21649999999999942,-141.35675618502788,-0.05857226407474935,4.781276682685895,-6.9,-0.30617256834697026,0.2173012907464551,1.3851374142004587,0.4320887121999812,0.0006613914643560648,-0.3163890705641371,1.1100190253166644,-0.6188111093297348,0.02895824542878839,0.050944272712895214
2003-01-01,3.000883181574343,7.1000000000000005,45186.03482871177,187.55000000000004,2.4816332311052536,18.1,1.0415731345964074,2.898550724637694,1.9926865317466012,-0.8123414486058023,0.0,14.62076135164947,-0.1933333333333333,-0.2415000000000011,5.798025835866261,2.075528757139351,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.046690000000000204,17.6195959408473,0.0,-0.0,-0.0,0.0,-0.0,-0.2415000000000011,1.0415731345964074,3.854242698587784,4.01254148695811,3.4735877904650327,-0.3165975767406519,0.6496888570703795,0.9024248571035407,-0.1533333333333333,-0.28666666666666657,0.06666666666666732,-0.5299106466757575,378253.92160473723,8.371035941493808,0.00988498964103579,-0.2519157313459652,-161.7284143896611,-0.05857226407474935,9.083214901911967,-7.1000000000000005,0.04858856197010505,0.08936425738525659,0.44348673972367614,0.19381318635967926,0.00988498964103579,-0.2214517814293082,1.2796221589783148,-0.6188111093297348,0.3581489353957809,0.19937705090376318
2003-07-01,3.835799966766906,7.366666666666667,44579.54079333356,190.5,6.6484025309919055,17.5,0.8114305874051819,0.454545454545463,-1.2952634078081893,0.0,0.0,4.432936232079232,-0.2300000000000002,0.5058333333333342,5.984936936936937,-1.0510163478422367,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.11634166666666698,48.97656531164037,0.0,-0.0,0.0,0.0,-0.0,0.5058333333333342,0.8114305874051819,3.3920945830221427,3.196488882298243,3.6045151846281764,0.39121140144779964,0.5139980696080992,1.0862172635415,-0.0983333333333332,0.1900000000000002,0.2333333333333325,-0.28621900680827483,406085.87735594955,9.10924316691651,0.051983962996371424,0.4977190274592824,368.62070682122214,-0.20308536215145057,-13.510765373672557,-7.366666666666667,0.9464461925019702,-0.0812184537630079,-1.2833677336363158,-0.13937999829911787,0.051983962996371424,-0.4786334181077261,0.9129172561542107,-0.9625875911603644,1.8606634444063774,0.33308992282312444
2003-10-01,3.7270764986827576,7.3,43841.68980292292,190.51666666666665,3.632645364144345,17.5,0.0087489063866907,-0.9049773755656187,-1.6551336718142684,0.0,0.0,-1.0417324281279503,-0.0199999999999997,-0.0945,5.893768175151896,-0.0144806095521628,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0018899999999999716,26.518311158253717,0.0,-0.0,-0.0,0.0,-0.0,-0.0945,0.0087489063866907,3.835799966766906,3.6139472748945245,3.520755107487794,0.4437053837447631,0.4071394464982107,1.034002163335934,-0.11666666666666665,-0.2266666666666671,0.0333333333333341,0.056076459617049323,421221.00865535287,9.60777311615553,0.054727921969369486,-0.09458748906386691,-72.63476475813582,-0.20308536215145057,-10.573164148619757,-7.3,0.2966092590871783,-0.03857277597594135,-1.4723741317423304,-0.4047792162103645,0.054727921969369486,-0.681167990266819,1.1005081521527988,-0.9625875911603644,1.9585954802843228,0.3538370127524846
2004-01-01,3.2586032329368964,7.6,43358.48144332345,191.75,2.320480717670294,17.5,0.6473624354824681,4.109589041095885,-1.102166366697055,-0.1315738555009327,13.7142857142857,-4.044509309825672,0.0066666666666663,-0.3226666666666666,5.57510597174087,-0.7135011034518685,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.0021511111111109926,17.635653454294236,0.0,0.0,-0.0,0.0,0.0,-0.3226666666666666,0.6473624354824681,3.7270764986827576,3.781438232724832,3.4889635575115374,-0.10872346808414823,0.3762088600462904,0.9255410085201995,-0.12499999999999994,0.21000000000000052,-0.06666666666666732,-0.8026816810184912,434946.93006120564,10.031415206036485,0.0440936817261639,-0.3291402910214913,-258.9442645184884,-0.20308536215145057,-15.877820743563033,-7.6,0.013863333992903803,-0.23047832601773882,-1.181951807188089,-0.4661889330709747,0.0440936817261639,-0.7397923007001228,1.1757726082238373,-0.9625875911603644,1.579058902922735,0.2631129048215213
2004-07-01,6.453658291478281,8.366666666666667,43734.555517465305,195.95,3.842246871242885,17.5,0.9531169500257564,3.7190082644628086,0.8977750043628996,0.0,0.0,-1.8954553161180443,0.4233333333333331,-0.2366666666666672,5.863891076115484,0.855684573967727,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.10018888888888906,32.146798822732144,0.0,0.0,-0.0,0.0,0.0,-0.2366666666666672,0.9531169500257564,4.5207885558619765,3.8896958943994364,3.835567063562134,1.2621853229250801,0.520956176106693,1.8161957474467603,0.00666666666666655,4.996003610813204e-16,0.4666666666666668,0.5781916714275634,483948.93454786873,11.065596273285657,0.055064477753598906,-0.24619783616692476,-209.50862277420893,-0.032893463875233175,19.492634474067103,-8.366666666666667,0.3417743015877368,-0.7209036205689999,-0.13156850860896316,-0.1702326091967421,0.055064477753598906,-0.46544536569120865,1.2244197359673938,-0.5577248292090503,1.9706071734110877,0.5429641786195556
2004-10-01,5.634328170082248,8.299999999999999,44421.11123096842,197.25,4.45954366075684,17.5,0.6634345496300043,-0.7968127490040056,1.5698243765823516,0.0,0.0,1.3216220238090992,0.5166666666666668,-0.1576666666666666,5.699490843612399,1.041475728276115,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,-0.0814611111111111,37.01421238428177,0.0,0.0,-0.0,0.0,0.0,-0.1576666666666666,0.6634345496300043,6.453658291478281,5.4872234236701285,4.490031644739978,1.932869735616305,1.4089348321401693,1.4689687539577483,0.21499999999999997,0.4166666666666663,0.3000000000000007,-0.27243715688427517,511216.2056959122,11.50840651054031,0.040016843766808696,-0.16430101216296664,-145.15936745294837,-0.032893463875233175,11.14774382475769,-8.299999999999999,0.4747897370194523,-0.6782579427819327,0.2213965565748086,0.0059761169374427285,0.040016843766808696,1.2175856518542885,1.9422915668210092,-0.5577248292090503,1.43355634795271,1.0089271843547394
2005-01-01,4.572401526512016,7.899999999999999,45296.47651208357,199.3,3.703069780658831,17.5,1.0392902408111526,-4.81927710843374,1.9706064455787156,-0.1088499596656356,-5.025125628140703,4.469702360986494,0.5200000000000002,0.0203333333333342,5.715792481529769,2.0480320473695124,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.010573333333333788,29.25425126720476,0.0,0.0,0.0,0.0,0.0,0.0203333333333342,1.0392902408111526,5.634328170082248,6.043993230780265,4.96684456258985,-0.8193301213960336,1.3872279111180332,1.0183450559571299,0.47,0.09333333333333371,-0.0666666666666682,-0.2896824003957521,534591.0632889289,11.802045202043873,0.025515147664850524,0.009940430925222673,19.197993528658856,-0.032893463875233175,8.880514949731989,-7.899999999999999,0.3117843492331592,-0.42238387605953576,0.4318901229040325,0.10709686535921864,0.025515147664850524,1.1764434226718248,2.19248403829387,-0.5577248292090503,0.9159900734845696,0.9317981763103036
2005-04-01,5.455903312462218,7.233333333333333,46248.25163996994,201.7333333333333,2.240804762461953,19.9,1.220939956514444,-8.43881856540083,2.101212282223464,0.0,0.0,6.696995844655351,0.4733333333333331,-0.0361666666666664,5.679673192512452,2.5654540324855315,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,-0.017118888888888757,16.208487781808127,0.0,0.0,-0.0,0.0,0.0,-0.0361666666666664,1.220939956514444,4.572401526512016,5.103364848297132,5.295294135983631,-1.0619266435702315,0.9272152233939167,1.0984646778673015,0.5183333333333335,0.0033333333333334103,-0.40000000000000036,0.37585569118114837,563757.8348190367,12.189819394854926,0.03285652496432556,-0.048376066231810844,-35.269210782446656,-0.0272124899164089,9.470723243128099,-7.233333333333333,-0.0033052825550942654,0.0040729018111246304,0.5004852284874975,0.167084282581176,0.03285652496432556,0.30455802695464285,1.7697992289783722,-0.54421058540051,1.178004204220712,0.6770377186883043
